226,lip,唇(くちびる),入門編
227,feet,f～～tの複数形,入門編
228,orange,オレンジ/オレンジ色,入門編
229,color,色/色彩,入門編
230,red,赤,入門編
231,blue,青,入門編
232,green,緑,入門編
233,yellow,黄色,入門編
234,gray,灰色,入門編
235,brown,茶色,入門編
236,black,黒,入門編
237,white,白,入門編
238,tea,茶/紅茶,入門編
239,purple,紫色,入門編
240,pink,ピンク/桃色,入門編
241,school,学校,入門編
242,friend,友達/友人,入門編
243,day,日/1日/曜日,入門編
244,Japanese,日本語/国語(日本での教科として),入門編
245,English,英語,入門編
246,time,時/時刻/時間/期間/～ころ,入門編
247,food,食べ物,入門編
248,family,家族/一家,入門編
249,train,電車/列車,入門編
250,sport,スポーツ,入門編
251,park,公園/遊園地,入門編
252,team,チーム/団/部,入門編
253,student,生徒/学生,入門編
254,people,人々,入門編
255,child,子ども,入門編
256,station,駅/署,入門編
257,thing,もの/こと/事物,入門編
258,that,あれ/それ/あの［その］人［もの/こと］,入門編
259,this,これ/この人/このもの/こちら/(近くのものを指すときに用いる),入門編
260,what,何/どんな/(疑問詞として疑問文で用いる),入門編
261,home,家/家庭,入門編
262,picture,絵,入門編
263,country,国,入門編
264,year,年/1年,入門編
265,life,生活/暮らし/人生/一生,入門編
266,place,場所/所,入門編
267,idea,考え/思いつき/アイディア,入門編
268,future,将来/未来,入門編
269,world,世界,入門編
270,way,方法/やり方,入門編
271,word,ことば/単語/語,入門編
272,city,都市/市/都会/町,入門編
273,class,学級/クラス/組/(クラスの)みなさん,入門編
274,Mr. A,Aさん/A先生(男性への敬称),入門編
275,game,試合,入門編
276,heart,心/気持ち,入門編
277,something,何か/あるもの,入門編
278,which,どちら/どれ/どちらの人［もの］,入門編
279,who,だれ/だれが/(疑問詞として疑問文で用いる),入門編
280,today,今日/本日,入門編
281,number,数/数字/総数,入門編
282,problem,(解決するべき)問題/(害のある)問題,入門編
283,morning,朝/午前,入門編
284,lunch,昼食,入門編
285,month,月/ひと月,入門編
286,club,クラブ/部,入門編
287,festival,お祭り/催し物,入門編
288,night,夜,入門編
289,question,質問/問題/試験の問題/問い,入門編
290,volunteer,ボランティア/志願者,入門編
291,week,週/週間,入門編
292,watch,腕時計/懐中時計,入門編
293,example,例,入門編
294,event,(重要な)出来事/行事/催し,入門編
295,job,職業/仕事,入門編
296,library,図書館/図書室,入門編
297,Ms. A,Aさん/A先生(成人した女性への敬称),入門編
298,everyone,みなさん/みんな/だれでも,入門編
299,these,これら,入門編
300,smile,ほほえみ/笑顔,入門編
301,trip,旅行,入門編
302,animal,動物,入門編
303,classmate,同級生/級友/クラスメート,入門編
304,man,男性/男の人,入門編
305,woman,女性/女の人,入門編
306,player,運動選手/競技者,入門編
307,car,車/自動車/車両,入門編
308,fun,楽しさ/おもしろいこと,入門編
309,Internet,インターネット,入門編
310,fish,魚,入門編
311,front,前面/前部/前/正面,入門編
312,vegetable,野菜,入門編
313,hour,1時間/60分/時間/時刻,入門編
314,minute,(時間の)分,入門編
315,light,明かり/電灯/光,入門編
316,activity,活動,入門編
317,yesterday,昨日,入門編
318,anything,何か/何も(～ない),入門編
319,sound,音/物音/響き,入門編
320,clothes,服/衣服,入門編
321,dinner,夕食/ディナー,入門編
322,rice,米,入門編
323,season,季節,入門編
324,parent,親,入門編
325,homework,宿題,入門編
326,afternoon,午後,入門編
327,evening,夕方/晩,入門編
328,tomorrow,明日,入門編
329,song,歌,入門編
330,weekend,週末,入門編
331,movie,映画,入門編
332,present,贈り物/プレゼント,入門編
333,vacation,休み/休暇,入門編
334,concert,コンサート/演奏会,入門編
335,history,歴史,入門編
336,paper,紙,入門編
337,performance,上演/演技/演奏/公演,入門編
338,elementary school,小学校,入門編
339,subject,教科/科目,入門編
340,mom,お母さん,入門編
341,breakfast,朝食,入門編
342,field,野原/畑/草原,入門編
343,gym,体育館,入門編
344,poster,ポスター/広告,入門編
345,door,戸/ドア/扉,入門編
346,shoe,くつ,入門編
347,football,アメリカンフットボール/(イギリスで)サッカー,入門編
348,phone,電話,入門編
349,weather,天気/天候,入門編
350,rain,雨,入門編
351,snow,雪,入門編
352,ticket,切符/チケット/乗車券/券,入門編
353,age,年齢/年,入門編
354,fan,ファン/熱心な愛好者,入門編
355,office,事務所/オフィス/診察室,入門編
356,Mt. 〜,〜山(山の名前の前につける),入門編
357,center,中心/中央/まん中,入門編
358,bath,入浴/風呂,入門編
359,case,箱/容器/入れ物/ケース,入門編
360,girl,女の子/少女,入門編
361,boy,男の子/少年,入門編
362,room,部屋/室,入門編
363,town,町,入門編
364,shop,店,入門編
365,letter,手紙,入門編
366,water,水,入門編
367,cousin,いとこ,入門編
368,dream,夢,入門編
369,America,アメリカ/アメリカ合衆国/米国,入門編
370,fire,火/火事/火災,入門編
371,T-shirt,Tシャツ,入門編
372,dad,お父さん,入門編
373,king,王,入門編
374,the U.S.,アメリカ合衆国(United Statesの略),入門編
375,Mrs.A,[結婚している女性を指して]～さん/先生,入門編
376,whose,だれの/だれのもの/(疑問詞として疑問文で用いる),入門編
377,art,芸術/美術/技術,入門編
378,table,テーブル,入門編
379,street,通り/道/街路,入門編
380,sea,海,入門編
381,fruit,果物/果実,入門編
382,party,パーティー,入門編
383,person,人/人間/個人,入門編
384,card,挨拶状/グリーティングカード/はがき,入門編
385,store,店,入門編
386,lake,湖,入門編
387,money,お金/通貨 金銭,入門編
388,area,地域/地方/区域,入門編
389,video,ビデオ/映像/動画,入門編
390,coffee,コーヒー,入門編
391,newspaper,新聞,入門編
392,cow,ウシ/乳牛,入門編
393,sun,太陽,入門編
394,map,地図,入門編
395,milk,牛乳/ミルク,入門編
396,camera,カメラ,入門編
397,snack,軽食/間食/おやつ,入門編
398,holiday,休日/祝日/祭日,入門編
399,curry,カレー料理/カレー,入門編
400,top,いちばん上の部分/頂上/てっぺん,入門編
401,moment,ちょっとの時間/瞬間/少しの間/一瞬,入門編
402,ink,インク,入門編
403,photo,写真,入門編
404,kitchen,台所/調理場,入門編
405,bicycle,自転車,入門編
406,firework,花火,入門編
407,grandparent,祖父母/祖母/祖父,入門編
408,potato,ジャガイモ,入門編
409,cooking,料理,入門編
410,grandma,おばあちゃん/祖母,入門編
411,grandpa,おじいちゃん/祖父,入門編
412,hobby,趣味,入門編
413,queen,女王/王妃,入門編
414,everybody,皆さん/みんな/だれでも,入門編
415,sheep,ヒツジ,入門編
416,fox,キツネ,入門編
417,body,体,入門編
418,sky,空,入門編
419,pool,プール,入門編
420,shape,形/姿,入門編
421,shirt,シャツ/ワイシャツ,入門編
422,news,報道/ニュース/知らせ,入門編
423,program,番組/プログラム,入門編
424,cup,カップ/カップ1杯,入門編
425,bank,銀行,入門編
426,lemon,レモン,入門編
427,garbage,ごみ/生ごみ,入門編
428,jacket,ジャケット/上着,入門編
429,entrance,入り口/玄関,入門編
430,ship,船,入門編
431,post,郵便/郵便物,入門編
432,rugby,ラグビー,入門編
433,jam,ジャム,入門編
434,pants,ズボン,入門編
435,spider,クモ,入門編
436,Australia,オーストラリア,入門編
437,baseball,野球,入門編
438,bag,かばん/ふくろ,入門編
439,museum,博物館/美術館,入門編
440,date,日時/日付/年月日,入門編
441,star,星,入門編
442,beach,浜/浜辺/海辺/ビーチ,入門編
443,task,仕事/任務,入門編
444,moon,月,入門編
445,goodbye,別れのあいさつ/さようなら,入門編
446,artist,画家/芸術家,入門編
447,umbrella,傘,入門編
448,shower,シャワー,入門編
449,bear,クマ,入門編
450,soup,スープ,入門編
451,banana,バナナ,入門編
452,telephone,電話,入門編
453,cat,ネコ/猫,入門編
454,ball,ボール/球,入門編
455,cap,(ふちのない)帽子,入門編
456,bed,ベッド,入門編
457,basketball,バスケットボール,入門編
458,computer,コンピュータ,入門編
459,chair,いす,入門編
460,bus,バス,入門編
461,bike,自転車,入門編
462,cake,ケーキ,入門編
463,cherry,サクラの木/サクランボ,入門編
464,astronaut,宇宙飛行士,入門編
465,convenience store,コンビニエンスストア,入門編
466,Brazil,ブラジル,入門編
467,apple,リンゴ,入門編
468,chocolate,チョコレート,入門編
469,bread,パン,入門編
470,bee,ミツバチ/ハチ,入門編
471,children,childの複数形,入門編
472,China,中国,入門編
473,book,本,入門編
474,guitar,ギター,入門編
475,bird,鳥,入門編
476,horse,ウマ,入門編
477,elephant,ゾウ/象,入門編
478,India,インド,入門編
479,brother,兄/弟/兄弟,入門編
480,grandfather,おじいさん/祖父,入門編
481,grandmother,おばあさん/祖母,入門編
482,birthday,誕生日,入門編
483,classroom,教室,入門編
484,hamburger,ハンバーガー,入門編
485,box,箱/(特にふた付きの長方形のものを指す),入門編
486,department store,デパート/百貨店,入門編
487,Italy,イタリア,入門編
488,chicken,鶏肉,入門編
489,hat,(ふちのある)帽子,入門編
490,fishing,つり,入門編
491,scissors,ハサミ,入門編
492,popcorn,ポップコーン,入門編
493,snake,ヘビ,入門編
494,sandwich,サンドイッチ,入門編
495,Japan,日本,入門編
496,math,数学,入門編
497,music,音楽/楽曲,入門編
498,soccer,サッカー,入門編
499,pencil,鉛筆,入門編
500,rabbit,ウサギ,入門編
501,mother,母/お母さん,入門編
502,taxi,タクシー,入門編
503,mountain,山,入門編
504,supermarket,スーパー/スーパーマーケット,入門編
505,nurse,保健の先生/看護師,入門編
506,Spain,スペイン,入門編
507,Korea,韓国/朝鮮/北朝鮮,入門編
508,lion,ライオン,入門編
509,racket,ラケット,入門編
510,scissors,ハサミ,入門編
511,popcorn,ポップコーン,入門編
512,snake,ヘビ,入門編
513,sandwich,サンドイッチ,入門編
514,Japan,日本,入門編
515,math,数学,入門編
516,music,音楽/楽曲,入門編
517,soccer,サッカー,入門編
518,pencil,鉛筆,入門編
519,rabbit,ウサギ,入門編
520,mother,母/お母さん,入門編
521,taxi,タクシー,入門編
522,mountain,山,入門編
523,supermarket,スーパー/スーパーマーケット,入門編
524,nurse,保健の先生/看護師,入門編
525,Spain,スペイン,入門編
526,Korea,韓国/朝鮮/北朝鮮,入門編
527,lion,ライオン,入門編
528,racket,ラケット,入門編
529,teacher,先生/教師,入門編
530,tennis,テニス,入門編
531,science,理科/科学,入門編
532,TV,テレビ,入門編
533,sister,姉/妹/姉妹,入門編
534,volleyball,バレーボール,入門編
535,river,川,入門編
536,restaurant,レストラン,入門編
537,post office,郵便局,入門編
538,zoo,動物園,入門編
539,tree,木/樹木,入門編
540,window,窓,入門編
541,shrine,神社/神宮,入門編
542,singer,歌手/歌う人,入門編
543,shopping,買い物,入門編
544,temple,寺/寺院,入門編
545,scientist,科学者/自然科学者,入門編
546,tomato,トマト,入門編
547,too,また/～も/(通例文末で用いる),入門編
548,yes,はい/そうです,入門編
549,very,とても/非常に,入門編
550,now,今/現在は,入門編
551,some,いくつかの/いくらかの (通常は肯定文の平叙文で使う),入門編
552,many,(数えられるものに対して)多くの/たくさんの,入門編
553,new,新しい/新任の,入門編
554,there,そこに/そこで/そこへ,入門編
555,next,次の/今度の/となりの/翌～,入門編
556,happy,うれしい/幸せな/楽しい/喜ばしい,入門編
557,good,良い/(人と)仲が良い,入門編
558,well,元気で/元気に/よい/健康で,入門編
559,right,右の/右側の,入門編
560,also,～もまた/～も/さらに/そのうえ,入門編
561,then,そのとき/その当時,入門編
562,other,もう一方の,入門編
563,how,どれくらい/どのように/(疑問詞として疑問文で用いる),入門編
564,not,～でない/～しない/～ではなく,入門編
565,when,いつ/どんなときに/(疑問詞として疑問文で用いる),入門編
566,hard,かたい,入門編
567,no,いいえ/いや、違います,入門編
568,here,ここに/ここで/ここへ,入門編
569,old,古い/昔からの,入門編
570,interesting,おもしろい/興味深い,入門編
571,every,毎～/～ごとに,入門編
572,kind,親切な/やさしい,入門編
573,high,(高さが)高い/(値段が)高い/(地位が)高い/(温度が)高い,入門編
574,really,本当に/とても/たいへん,入門編
575,please,どうぞ/どうか/お願いします。,入門編
576,beautiful,きれいな/美しい,入門編
577,interested,興味がある/興味を持った/関心がある,入門編
578,all,すべての/全部の/あらゆる/全体の,入門編
579,together,いっしょに/ともに,入門編
580,great,すばらしい/すてきな/偉大な,入門編
581,last,最後の/この前の/先～/昨～,入門編
582,only,唯一の/ただ1つの/ただ1人の,入門編
583,OK,オーケー/わかりました/わかった/はい/元気で,入門編
584,why,なぜ/どうして,入門編
585,nice,すてきな/よい/すばらしい,入門編
586,late,(時間に)遅れた/遅刻した/遅い,入門編
587,sometimes,ときどき/ときには,入門編
588,any,なにか/いくつかの/何人かの (疑問文や条件文で使われる),入門編
589,always,いつも/常に,入門編
590,big,大きな/大きい,入門編
591,small,小さい,入門編
592,long,長い/～の長さで,入門編
593,popular,人気のある,入門編
594,often,しばしば/たびたび/よく,入門編
595,ago,(今から)～前に,入門編
596,back,帰って/戻って/返して/元のところへ,入門編
597,later,あとで/のちほど/～後,入門編
598,another,もう1つの/別の/ほかの,入門編
599,easy,簡単な/やさしい/容易な/楽な/たやすい,入門編
600,same,同じ/同一の,入門編
601,clean,きれいな/清潔な,入門編
602,up,上へ/上に,入門編
603,where,どこに［で/へ］,入門編
604,sorry,申し訳なく思って/すまなく思って/残念に思って,入門編
605,usually,たいてい/ふつう/いつもは/ふだん,入門編
606,special,特別の/特殊な,入門編
607,out,外に/外へ/外出して/(人が)不在で,入門編
608,favorite,お気に入りの/大好きな/一番好きな,入門編
609,warm,暖かい/温暖な,入門編
610,cold,寒い/冷たい,入門編
611,soon,まもなく/すぐに,入門編
612,famous,有名な,入門編
613,bad,悪い/いやな/ひどい/下手な/(味が)まずい,入門編
614,excited,興奮して/わくわくして,入門編
615,sad,悲しい,入門編
616,useful,役に立つ/有用な,入門編
617,little,小さい/少しの/ささいな/(数えられない名詞を修飾する),入門編
618,still,今でも/今なお/まだ,入門編
619,abroad,海外へ/外国へ/海外に/外国に,入門編
620,just,まさに/ちょうど,入門編
621,fast,速い/短時間で終わる,入門編
622,tired,疲れて/疲れた,入門編
623,hot,暑い/熱い,入門編
624,short,短い,入門編
625,quickly,(瞬間的に)はやく/急速に/すばやく/急いで,入門編
626,dear,親愛なる～/～様,入門編
627,sick,病気で/病気の/具合の悪い,入門編
628,outside,外に/外へ/外で,入門編
629,almost,ほとんど/ほぼ/おおかた/もう少しで,入門編
630,delicious,おいしい,入門編
631,amazing,驚くべき/びっくりするような/驚くほどすばらしい,入門編
632,off,(場所から)離れて/去って,入門編
633,left,左の,入門編
634,early,はやく/初期に/(時間や時期に対して用いる),入門編
635,p.m.,午後,入門編
636,free,ひまな/時間がある/空いている,入門編
637,cool,かっこいい/すばらしい,入門編
638,local,地元の/その土地の/ある地域の,入門編
639,away,離れて/去って/遠くへ去って/あちらへ,入門編
640,hungry,空腹の/空腹な/お腹がすいて,入門編
641,glad,うれしい/喜んで,入門編
642,strong,強い/丈夫な/たくましい,入門編
643,down,下へ/下に/下の方へ,入門編
644,traditional,伝統的な/昔ふうの,入門編
645,exciting,興奮させる/わくわくさせる/おもしろい,入門編
646,busy,いそがしい,入門編
647,wonderful,すばらしい/とてもすてきな,入門編
648,young,若い/幼い,入門編
649,again,また/もう一度/再び,入門編
650,important,重要な/重大な/大切な,入門編
651,full,いっぱいの/満ちた,入門編
652,main,主な/主要な,入門編
653,large,広い/大きい/広大な,入門編
654,a.m.,午前,入門編
655,someday,いつか/そのうち,入門編
656,American,アメリカの/アメリカ人の,入門編
657,clear,澄んだ,入門編
658,thirsty,のどがかわいた,入門編
659,fine,元気な/調子のよい/健康な/すばらしい,入門編
660,cute,かわいい,入門編
661,far,遠くに/遠く,入門編
662,sunny,晴れた/晴れの/日の照っている,入門編
663,cloudy,くもりの/くもった,入門編
664,rainy,雨降りの/雨の,入門編
665,several,いくつかの/いく人かの/数個の,入門編
666,pretty,かわいい/かわいらしい,入門編
667,surprised,驚いて/驚いた,入門編
668,angry,怒って/腹を立てて/怒った,入門編
669,sleepy,眠そうな/眠い,入門編
670,perfect,完璧な/申し分ない/完全な,入門編
671,tall,背が高い/(細長く)高い,入門編
672,lucky,運のよい/幸運な,入門編
673,hard,熱心に/一生懸命に/懸命に,入門編
674,funny,おかしい/おかしな/おもしろい,入門編
675,soft,やわらかい,入門編
676,those,あれらの/それらの,入門編
677,hello,こんにちは。/やあ。,入門編
678,to,(到達地点)～へ/～に/～まで,入門編
679,hi,こんにちは。/やあ。,入門編
680,from,～出身の/～から/～からの,入門編
681,but,しかし/だが/ところが/けれども,入門編
682,and,～と～/～および～,入門編
683,for,～のために/～にとって/～に対して/～用の,入門編
684,about,～について/～に関して,入門編
685,on,～の上に/～の上で/～の上の,入門編
686,near,～の近くに,入門編
687,before,～の前に/～の前の,入門編
688,after,～のあとに/～のあとの/～のあとで,入門編
689,or,～か～/～または～/～あるいは～/～それとも～,入門編
690,by,(場所)～のそばに,入門編
691,with,(人)～と一緒に/～とともに/～と同時に,入門編
692,around,～のまわりに/～の周囲に/～のあたりで/～の近くに,入門編
693,during,～の間/～の間中/～中/(後ろにvacati～nのような期間を表す言葉を伴う),入門編
694,in,～の中の/～の中で/～の中に/(場所/空間を表す言葉を後ろにともなう),入門編
695,of,～の/～のうちの/～に属する,入門編
696,at,(場所)～に/(場所)～で/(何時)～に/(値段)～で/(場所・時間・数値などの一点を示す場合に使われる),入門編
697,bye,さようなら/バイバイ/じゃあね,入門編
698,get up,起き上がる/起きる,入門編
699,take a bath,入浴する,入門編
700,under,～の下に/～の下で,入門編
701,take a picture,写真を撮る,入門編
702,behind,～のうしろに/～のうしろで/～の背後に,入門編
703,as,～として,入門編
704,have fun,楽しむ,入門編
705,into,～の中に/～の中へ,入門編
706,over,～以上で/～より多く/～を越えて,入門編
707,against,～に対して/～に対抗して/～に反対して,入門編
708,hey,ねえ/おい/ちょっと,入門編
709,go home,家に帰る/帰宅する,入門編
710,sit down,座る/席につく,入門編
711,stand up,立ち上がる,入門編
712,wake up,起きる/目覚める/目を覚ます,入門編
713,in the morning,朝に/午前中に,入門編
714,turn on A,Aのスイッチを入れる/A(のスイッチなど)をつける,入門編
715,want to,～したい,入門編
716,welcome,ようこそ/いらっしゃい,入門編
717,be from A,Aの出身である,入門編
718,be good at 〜,〜が上手である/〜が得意である,入門編
719,very much,とても/たいへん/非常に,入門編
720,every day,毎日,入門編
721,go to bed,寝る,入門編
722,Excuse me.,すみません。/失礼します。/失礼ですが。,入門編
723,look at A,(注意してよく)Aを見る,入門編
724,next to A,Aのとなりに/Aのとなりの,入門編
725,listen to A,(じっと耳を傾けて)Aを聞く,入門編
726,a lot of A,たくさんのA/多数のA,入門編
727,Of course.,もちろん。,入門編
728,one day,(過去の)ある日/(未来の)いつか,入門編
729,look for A,Aをさがす,入門編
730,be interested in A,Aに興味がある/Aに興味を持っている/Aに関心を持っている,入門編
731,for example,たとえば,入門編
732,in front of A,Aの前に/Aの前の/Aの前で/Aの正面に,入門編
733,would like to 〜,〜したいと思う,入門編
734,All right.,わかりました。/いいですよ。/よろしい。/了解。/大丈夫。,入門編
735,out of,～から/～から外へ,入門編
736,look around,見渡す/あたりを見回す,入門編
737,Here you are.,はい、どうぞ。/どうぞ。,入門編
738,Thank you.,ありがとう。,入門編
739,You're welcome.,どういたしまして。,入門編
740,I'm sorry.,申し訳ありません。/すみません。/残念ながら。,入門編
741,See you.,またね。/じゃあね。,入門編
742,Good morning.,おはよう。,入門編
743,What time 〜?,何時に〜か？,入門編
744,That's right.,そのとおり。,入門編
